100 1.4283e-05
600 0.000459572
1100 0.000781194
1600 0.00167035
2100 0.00146627
2600 0.00219358
3100 0.00314295
3600 0.00423451
4100 0.00283949
4600 0.00360792
5100 0.00438158
5600 0.00545423
6100 0.00620815
6600 0.00722298
7100 0.00846911
7600 0.0096029
8100 0.00565218
8600 0.00632939
9100 0.00711382
9600 0.00789039
10100 0.008559
10600 0.009764
11100 0.011462
11600 0.011343
12100 0.013285
12600 0.013375
13100 0.014817
13600 0.01598
14100 0.017134
14600 0.019331
15100 0.019166
15600 0.021353
16100 0.011434
16600 0.013343
17100 0.012961
17600 0.013943
18100 0.014432
18600 0.015418
19100 0.017069
19600 0.016834
20100 0.01823
20600 0.018354
21100 0.019758
21600 0.020882
22100 0.022423
22600 0.021854
23100 0.023304
23600 0.024396
24100 0.026252
24600 0.02645
25100 0.027558
25600 0.028563
26100 0.030079
26600 0.030448
27100 0.031884
27600 0.032798
28100 0.036772
28600 0.035662
29100 0.037083
29600 0.038184
