100 8.294e-06
600 5.7772e-05
1100 0.000128062
1600 0.000209855
2100 0.00027697
2600 0.000384752
3100 0.000449165
3600 0.000531032
4100 0.000611184
4600 0.000678715
5100 0.00081155
5600 0.000915944
6100 0.000978169
6600 0.00104664
7100 0.0011287
7600 0.00120816
8100 0.0013056
8600 0.00136604
9100 0.00145028
9600 0.00160586
10100 0.001825
10600 0.001886
11100 0.0021
11600 0.002096
12100 0.00217
12600 0.002354
13100 0.002427
13600 0.002362
14100 0.002505
14600 0.00257
15100 0.002668
15600 0.002756
16100 0.002945
16600 0.003095
17100 0.003046
17600 0.003218
18100 0.00319
18600 0.00338
19100 0.003701
19600 0.003702
20100 0.004607
20600 0.003902
21100 0.004259
21600 0.004524
22100 0.004152
22600 0.004243
23100 0.004393
23600 0.004411
24100 0.005228
24600 0.004588
25100 0.004833
25600 0.004789
26100 0.005344
26600 0.005056
27100 0.005056
27600 0.00641
28100 0.00561
28600 0.005495
29100 0.005434
29600 0.00552
