100 5.12629e-08
600 5.86203e-08
1100 6.01863e-08
1600 6.79988e-08
2100 7.13067e-08
2600 6.84238e-08
3100 6.7324e-08
3600 1.16586e-07
4100 7.32524e-08
4600 7.50595e-08
5100 7.86284e-08
5600 7.989e-08
6100 7.32501e-08
6600 7.91181e-08
7100 7.32323e-08
7600 7.34066e-08
8100 7.33849e-08
8600 8.05077e-08
9100 8.05186e-08
9600 8.63627e-08
10100 8.77745e-08
10600 8.05323e-08
11100 9.27682e-08
11600 8.36285e-08
12100 8.97702e-08
12600 8.62756e-08
13100 8.02382e-08
13600 8.05296e-08
14100 8.02911e-08
14600 1.06157e-07
15100 8.96563e-08
15600 8.05198e-08
16100 8.69392e-08
16600 9.29521e-08
17100 9.68787e-08
17600 9.34453e-08
18100 9.58214e-08
18600 1.01282e-07
19100 8.82234e-08
19600 9.32374e-08
20100 9.98427e-08
20600 9.36906e-08
21100 9.54031e-08
21600 8.64206e-08
22100 8.64193e-08
22600 9.21412e-08
23100 9.85136e-08
23600 8.66072e-08
24100 8.6596e-08
24600 1.05374e-07
25100 9.18719e-08
25600 8.64061e-08
26100 8.65848e-08
26600 9.09753e-08
27100 8.64396e-08
27600 8.64253e-08
28100 8.95614e-08
28600 8.64275e-08
29100 9.28108e-08
29600 9.85512e-08
