100 0.00015
600 0.001619
1100 0.00294
1600 0.006832
2100 0.009946
2600 0.016038
3100 0.022593
3600 0.037261
4100 0.042404
4600 0.053309
5100 0.068028
5600 0.083443
6100 0.10131
6600 0.121372
7100 0.150912
7600 0.165708
8100 0.190296
8600 0.222704
9100 0.246543
9600 0.289236
10100 0.313782
10600 0.351033
11100 0.388335
11600 0.422812
12100 0.468294
12600 0.500299
13100 0.548801
13600 0.583666
14100 0.638906
14600 0.685091
15100 0.738355
15600 0.792223
16100 0.850579
16600 0.902254
17100 0.958558
17600 1.01223
18100 1.07572
18600 1.14122
19100 1.19871
19600 1.26751
20100 1.3542
20600 1.45919
21100 1.49834
21600 1.55383
22100 1.6225
22600 1.71815
23100 1.78294
23600 1.87267
24100 2.04931
24600 2.05069
25100 2.12055
25600 2.25036
26100 2.34375
26600 2.377
27100 2.47354
27600 2.61724
28100 2.85212
28600 2.78266
29100 3.19043
29600 3.51264
